,um,model
142,5.014000092487549,1.3696235538872041e-09
143,5.01480009246734,1.370061363033789e-09
144,5.01560009244713,1.3698274222353643e-09
145,5.01640009242692,1.3689914248515373e-09
146,5.017200092406711,1.3683750105501565e-09
147,5.018000092386501,1.3676191885348375e-09
148,5.018800092366291,1.3665907761127122e-09
149,5.0196000923460815,1.3661454918821676e-09
150,5.020400092325872,1.3662398511481778e-09
151,5.021200092305662,1.3665847693474943e-09
152,5.022000092285452,1.365762569866015e-09
153,5.022800092265243,1.364696066015222e-09
154,5.023600092245033,1.364311379109409e-09
155,5.024400092224823,1.3647079157055806e-09
156,5.025200092204614,1.364651408278116e-09
157,5.026000092184404,1.3641288568392585e-09
158,5.026800092164194,1.3642734192383952e-09
159,5.0276000921439845,1.36446890289101e-09
160,5.028400092123775,1.3637705968784395e-09
161,5.029200092103565,1.3619074976435334e-09
162,5.030000092083355,1.3606551159268095e-09
163,5.030800092063146,1.36012671760977e-09
164,5.031600092042936,1.359813469852878e-09
165,5.032400092022726,1.359158120806366e-09
166,5.033200092002517,1.3582722905802808e-09
167,5.034000091982307,1.3571131276919899e-09
168,5.034800091962097,1.3556247037464941e-09
169,5.0356000919418875,1.3545750735686375e-09
170,5.036400091921678,1.3537898219472102e-09
171,5.037200091901468,1.3533573939208524e-09
172,5.038000091881258,1.352531600677057e-09
173,5.038800091861049,1.351842401868559e-09
174,5.039600091840839,1.3507590879575323e-09
175,5.040400091820629,1.349406708183571e-09
176,5.04120009180042,1.3485101401868021e-09
177,5.04200009178021,1.3482090171933392e-09
178,5.04280009176,1.3480230738675924e-09
179,5.0436000917397905,1.3476622815614727e-09
180,5.044400091719581,1.3478501923169878e-09
181,5.045200091699371,1.3475859452712207e-09
182,5.046000091679161,1.3471887082433302e-09
183,5.046800091658952,1.3465875887736967e-09
184,5.047600091638742,1.3461812074814375e-09
185,5.048400091618532,1.3462832421433552e-09
186,5.049200091598323,1.3470010461676277e-09
187,5.050000091578113,1.3470354587856072e-09
188,5.050800091557903,1.3462235832362326e-09
189,5.0516000915376935,1.3457104335853148e-09
190,5.052400091517484,1.3452491459253245e-09
191,5.053200091497274,1.344837785211067e-09
192,5.054000091477064,1.3442137042558614e-09
193,5.054800091456855,1.3440676713958307e-09
194,5.055600091436645,1.3433474417652068e-09
195,5.056400091416435,1.3416281774335843e-09
196,5.057200091396226,1.3404272602267946e-09
197,5.058000091376016,1.340315304730358e-09
198,5.058800091355806,1.3400386280700205e-09
199,5.0596000913355965,1.3388429041920672e-09
200,5.060400091315387,1.3377207743770046e-09
201,5.061200091295177,1.3365482267775672e-09
202,5.062000091274967,1.3353063372085593e-09
203,5.062800091254758,1.3339170146201557e-09
204,5.063600091234548,1.3324339905466408e-09
205,5.064400091214338,1.3318447375414228e-09
206,5.065200091194129,1.3319790414139919e-09
207,5.066000091173919,1.3320320655521507e-09
208,5.066800091153709,1.3312950260827583e-09
209,5.0676000911334995,1.3306631301687375e-09
210,5.06840009111329,1.3293658197562652e-09
211,5.06920009109308,1.328144255825145e-09
212,5.07000009107287,1.3278365845502991e-09
213,5.070800091052661,1.3281634256332164e-09
214,5.071600091032451,1.3284442865292778e-09
215,5.072400091012241,1.3282096394915945e-09
216,5.073200090992032,1.3283763367446859e-09
217,5.074000090971822,1.3282086768455676e-09
218,5.074800090951612,1.3277994030428889e-09
219,5.0756000909314025,1.3270115808441113e-09
220,5.076400090911193,1.3275386279104455e-09
221,5.077200090890983,1.3283630847724649e-09
222,5.078000090870773,1.3279451455139568e-09
223,5.078800090850564,1.3265749622219482e-09
224,5.079600090830354,1.3253116569090725e-09
225,5.080400090810144,1.32454838872045e-09
226,5.081200090789935,1.323820715794359e-09
227,5.082000090769725,1.3234187735440029e-09
228,5.082800090749515,1.3233245039910897e-09
229,5.0836000907293055,1.3231061526472185e-09
230,5.084400090709096,1.3225205738167075e-09
231,5.085200090688886,1.3210668738297763e-09
232,5.086000090668676,1.319368968667914e-09
233,5.086800090648467,1.3179633827875968e-09
234,5.087600090628257,1.317743083426582e-09
235,5.088400090608047,1.3178233573789943e-09
236,5.089200090587838,1.317115152518433e-09
237,5.090000090567628,1.3158063527135326e-09
238,5.090800090547418,1.3141257823765924e-09
239,5.0916000905272085,1.3128257121756896e-09
240,5.092400090506999,1.3118060275072213e-09
241,5.093200090486789,1.311785123292124e-09
242,5.094000090466579,1.3119646045092381e-09
243,5.09480009044637,1.3124003468188557e-09
244,5.09560009042616,1.31180164453547e-09
245,5.09640009040595,1.310125780346551e-09
246,5.097200090385741,1.3086924177150815e-09
247,5.098000090365531,1.308454008172065e-09
248,5.098800090345321,1.3092665414288146e-09
